geography,geoid,vintage,period,table,variable,label,estimate,margin_of_error,source
"Cook County, Illinois",05000US17031,2019,2015-2019,B03002,B03002_006,Total: > Not Hispanic or Latino: > Asian alone,375635,2092,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B03002,B03002_012,Total: > Hispanic or Latino:,1314796,,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B15003,B15003_001,Total:,3587576,93,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B15003,B15003_022,Total: > Bachelor's degree,825673,5858,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B15003,B15003_023,Total: > Master's degree,401423,4671,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B15003,B15003_024,Total: > Professional school degree,110261,2258,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B15003,B15003_025,Total: > Doctorate degree,55158,1981,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B19013,B19013_001,Median household income in the past 12 months (in 2019 inflation-adjusted dollars),64660,348,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25003,B25003_001,Total:,1972108,4335,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25003,B25003_002,Total: > Owner occupied,1122584,7521,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25003,B25003_003,Total: > Renter occupied,849524,6068,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_001,Total:,2193338,835,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_002,Total: > Built 2014 or later,22441,1057,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_003,Total: > Built 2010 to 2013,22538,1198,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_004,Total: > Built 2000 to 2009,166088,2290,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_005,Total: > Built 1990 to 1999,142411,2421,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_006,Total: > Built 1980 to 1989,152818,2528,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_007,Total: > Built 1970 to 1979,269435,2843,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_008,Total: > Built 1960 to 1969,279055,2834,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_009,Total: > Built 1950 to 1959,330740,3213,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_010,Total: > Built 1940 to 1949,169211,2670,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,B25034_011,Total: > Built 1939 or earlier,638601,4408,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25035,B25035_001,Median year structure built,1959,1,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25064,B25064_001,Median gross rent,1123,4,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25077,B25077_001,Median value (dollars),246600,993,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B15003,DERIVED_BACHELORS_OR_HIGHER_25PLUS,"Population 25 years and over with a bachelor's degree or higher (sum of B15003_022, B15003_023, B15003_024, B15003_025)",1392515,8072.0,data.census.gov
"Cook County, Illinois",05000US17031,2019,2015-2019,B25034,DERIVED_UNITS_BUILT_1939_OR_EARLIER,Housing units built 1939 or earlier (copy of B25034_011),638601,4408,data.census.gov
Illinois,04000US17,2019,2015-2019,B01002,B01002_001,Median age -- > Total:,38.1,0.1,data.census.gov
Illinois,04000US17,2019,2015-2019,B01003,B01003_001,Total,12770631,,data.census.gov
Illinois,04000US17,2019,2015-2019,B03002,B03002_001,Total:,12770631,,data.census.gov
Illinois,04000US17,2019,2015-2019,B03002,B03002_003,Total: > Not Hispanic or Latino: > White alone,7829850,1090,data.census.gov
Illinois,04000US17,2019,2015-2019,B03002,B03002_004,Total: > Not Hispanic or Latino: > Black or African American alone,1783708,3753,data.census.gov
Illinois,04000US17,2019,2015-2019,B03002,B03002_006,Total: > Not Hispanic or Latino: > Asian alone,692370,2563,data.census.gov
Illinois,04000US17,2019,2015-2019,B03002,B03002_012,Total: > Hispanic or Latino:,2186387,231,data.census.gov
Illinois,04000US17,2019,2015-2019,B15003,B15003_001,Total:,8686299,1166,data.census.gov
Illinois,04000US17,2019,2015-2019,B15003,B15003_022,Total: > Bachelor's degree,1831438,10318,data.census.gov
Illinois,04000US17,2019,2015-2019,B15003,B15003_023,Total: > Master's degree,862440,7664,data.census.gov
Illinois,04000US17,2019,2015-2019,B15003,B15003_024,Total: > Professional school degree,199455,3444,data.census.gov
Illinois,04000US17,2019,2015-2019,B15003,B15003_025,Total: > Doctorate degree,116692,2472,data.census.gov
Illinois,04000US17,2019,2015-2019,B19013,B19013_001,Median household income in the past 12 months (in 2019 inflation-adjusted dollars),65886,283,data.census.gov
Illinois,04000US17,2019,2015-2019,B25003,B25003_001,Total:,4846134,10459,data.census.gov
Illinois,04000US17,2019,2015-2019,B25003,B25003_002,Total: > Owner occupied,3202715,16823,data.census.gov
Illinois,04000US17,2019,2015-2019,B25003,B25003_003,Total: > Renter occupied,1643419,10182,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_001,Total:,5360315,586,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_002,Total: > Built 2014 or later,61266,1591,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_003,Total: > Built 2010 to 2013,75804,2101,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_004,Total: > Built 2000 to 2009,588988,4054,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_005,Total: > Built 1990 to 1999,591704,4797,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_006,Total: > Built 1980 to 1989,480266,4759,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_007,Total: > Built 1970 to 1979,779913,4457,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_008,Total: > Built 1960 to 1969,621810,4574,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_009,Total: > Built 1950 to 1959,677437,4977,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_010,Total: > Built 1940 to 1949,334908,3517,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,B25034_011,Total: > Built 1939 or earlier,1148219,6405,data.census.gov
Illinois,04000US17,2019,2015-2019,B25035,B25035_001,Median year structure built,1968,1,data.census.gov
Illinois,04000US17,2019,2015-2019,B25064,B25064_001,Median gross rent,1010,4,data.census.gov
Illinois,04000US17,2019,2015-2019,B25077,B25077_001,Median value (dollars),194500,546,data.census.gov
Illinois,04000US17,2019,2015-2019,B15003,DERIVED_BACHELORS_OR_HIGHER_25PLUS,"Population 25 years and over with a bachelor's degree or higher (sum of B15003_022, B15003_023, B15003_024, B15003_025)",3010025,13534.0,data.census.gov
Illinois,04000US17,2019,2015-2019,B25034,DERIVED_UNITS_BUILT_1939_OR_EARLIER,Housing units built 1939 or earlier (copy of B25034_011),1148219,6405,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B01002,B01002_001,Median age -- > Total:,40.6,1.2,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B01003,B01003_001,Total,52102,39,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B03002,B03002_001,Total:,52102,39,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B03002,B03002_003,Total: > Not Hispanic or Latino: > White alone,32010,868,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B03002,B03002_004,Total: > Not Hispanic or Latino: > Black or African American alone,9422,792,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B03002,B03002_006,Total: > Not Hispanic or Latino: > Asian alone,2564,499,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B03002,B03002_012,Total: > Hispanic or Latino:,4937,622,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B15003,B15003_001,Total:,36527,696,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B15003,B15003_022,Total: > Bachelor's degree,11743,781,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B15003,B15003_023,Total: > Master's degree,9143,609,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B15003,B15003_024,Total: > Professional school degree,3098,384,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B15003,B15003_025,Total: > Doctorate degree,1876,238,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B19013,B19013_001,Median household income in the past 12 months (in 2020 inflation-adjusted dollars),96945,5817,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25003,B25003_001,Total:,21701,541,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25003,B25003_002,Total: > Owner occupied,13055,469,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25003,B25003_003,Total: > Renter occupied,8646,509,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_001,Total:,23155,524,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_002,Total: > Built 2014 or later,522,174,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_003,Total: > Built 2010 to 2013,53,41,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_004,Total: > Built 2000 to 2009,929,185,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_005,Total: > Built 1990 to 1999,545,170,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_006,Total: > Built 1980 to 1989,493,201,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_007,Total: > Built 1970 to 1979,1682,302,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_008,Total: > Built 1960 to 1969,2321,342,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_009,Total: > Built 1950 to 1959,1581,253,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_010,Total: > Built 1940 to 1949,1164,241,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,B25034_011,Total: > Built 1939 or earlier,13865,490,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25035,B25035_001,Median year structure built,1939,,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25064,B25064_001,Median gross rent,1213,38,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25077,B25077_001,Median value (dollars),403200,13589,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B15003,DERIVED_BACHELORS_OR_HIGHER_25PLUS,"Population 25 years and over with a bachelor's degree or higher (sum of B15003_022, B15003_023, B15003_024, B15003_025)",25860,1088.6,data.census.gov
"Oak Park village, Illinois",16000US1754885,2020,2016-2020,B25034,DERIVED_UNITS_BUILT_1939_OR_EARLIER,Housing units built 1939 or earlier (copy of B25034_011),13865,490,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B01002,B01002_001,Median age -- > Total:,37.0,0.1,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B01003,B01003_001,Total,5169517,,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B03002,B03002_001,Total:,5169517,,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B03002,B03002_003,Total: > Not Hispanic or Latino: > White alone,2168964,1441,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B03002,B03002_004,Total: > Not Hispanic or Latino: > Black or African American alone,1184373,3338,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B03002,B03002_006,Total: > Not Hispanic or Latino: > Asian alone,382075,2551,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B03002,B03002_012,Total: > Hispanic or Latino:,1308432,,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B15003,B15003_001,Total:,3584933,119,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B15003,B15003_022,Total: > Bachelor's degree,846361,6159,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B15003,B15003_023,Total: > Master's degree,416246,5402,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B15003,B15003_024,Total: > Professional school degree,113975,3356,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B15003,B15003_025,Total: > Doctorate degree,56837,2236,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B19013,B19013_001,Median household income in the past 12 months (in 2020 inflation-adjusted dollars),67886,571,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25003,B25003_001,Total:,1991474,3683,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25003,B25003_002,Total: > Owner occupied,1139938,7198,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25003,B25003_003,Total: > Renter occupied,851536,6204,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_001,Total:,2198489,756,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_002,Total: > Built 2014 or later,32843,1787,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_003,Total: > Built 2010 to 2013,23548,1266,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_004,Total: > Built 2000 to 2009,164182,3097,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_005,Total: > Built 1990 to 1999,146373,2920,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_006,Total: > Built 1980 to 1989,158316,3445,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_007,Total: > Built 1970 to 1979,272723,4003,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_008,Total: > Built 1960 to 1969,281817,4130,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_009,Total: > Built 1950 to 1959,332495,3786,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_010,Total: > Built 1940 to 1949,164714,3574,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,B25034_011,Total: > Built 1939 or earlier,621478,4872,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25035,B25035_001,Median year structure built,1959,1,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25064,B25064_001,Median gross rent,1160,5,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25077,B25077_001,Median value (dollars),255500,1395,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B15003,DERIVED_BACHELORS_OR_HIGHER_25PLUS,"Population 25 years and over with a bachelor's degree or higher (sum of B15003_022, B15003_023, B15003_024, B15003_025)",1433419,9131.1,data.census.gov
"Cook County, Illinois",05000US17031,2020,2016-2020,B25034,DERIVED_UNITS_BUILT_1939_OR_EARLIER,Housing units built 1939 or earlier (copy of B25034_011),621478,4872,data.census.gov
Illinois,04000US17,2020,2016-2020,B01002,B01002_001,Median age -- > Total:,38.3,0.1,data.census.gov
Illinois,04000US17,2020,2016-2020,B01003,B01003_001,Total,12716164,,data.census.gov
Illinois,04000US17,2020,2016-2020,B03002,B03002_001,Total:,12716164,,data.census.gov
Illinois,04000US17,2020,2016-2020,B03002,B03002_003,Total: > Not Hispanic or Latino: > White alone,7737459,2612,data.census.gov
Illinois,04000US17,2020,2016-2020,B03002,B03002_004,Total: > Not Hispanic or Latino: > Black or African American alone,1766586,4794,data.census.gov
Illinois,04000US17,2020,2016-2020,B03002,B03002_006,Total: > Not Hispanic or Latino: > Asian alone,702457,3345,data.census.gov
Illinois,04000US17,2020,2016-2020,B03002,B03002_012,Total: > Hispanic or Latino:,2190696,236,data.census.gov
